id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1864061,"2 Br Condo: Elegant, Amazing Views!",9720494,Coats,Manhattan,Hell's Kitchen,40.75562,-73.99736,Entire home/apt,525,5,42,2019-05-25,0.61,1,80
9453653,Beautiful penthouse in Williamsburg,48988714,Luigi,Brooklyn,Williamsburg,40.71174,-73.95544,Entire home/apt,531,1,119,2019-06-23,2.71,3,353
3139749,Room in Manhattan=15 min to TimesSq,7580038,Jack Andrew,Manhattan,Harlem,40.82584,-73.94673,Private room,500,1,3,2014-09-27,0.05,3,363
30193201,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #8,205031545,Red Awning,Manhattan,Midtown,40.75371,-73.96515,Entire home/apt,675,28,0,,,49,251
34483434,Luxuriate in Captivating Beauty of Central Park,260425153,Park Lane,Manhattan,Midtown,40.76476,-73.9762,Private room,500,1,0,,,14,362
28100333,Respectful Beautiful Harlem Room,212263525,SamariSankofa,Manhattan,Harlem,40.81047,-73.94041999999999,Private room,848,1,19,2019-05-26,1.89,3,355
2291943,SuperBowl Weekend Rental! 3 BR/1ba,11708656,Justin,Manhattan,Upper East Side,40.77477,-73.95503000000001,Entire home/apt,1000,1,0,,,1,0
32327466,Lahore Suite at Incentra Village House,241889662,Incentra,Manhattan,West Village,40.73897,-74.00346,Private room,999,1,3,2019-05-19,0.7,5,341
23744773,Central Park West Hotel,172544686,Vijay,Manhattan,Upper West Side,40.77706,-73.97788,Private room,800,1,0,,,4,269
13601777,Planta Baja Studio,68890,Paula,Brooklyn,Bedford-Stuyvesant,40.68786,-73.95688,Entire home/apt,1000,1,10,2018-06-14,0.28,3,365
30499163,Luxury midtown east apartment,57302064,Olivia,Manhattan,Midtown,40.75198,-73.9707,Entire home/apt,595,2,3,2019-05-17,0.47,1,55
8738438,Harlem Haven - Stunning Duplex,3784682,Trace,Manhattan,Harlem,40.80745,-73.9418,Entire home/apt,650,2,1,2017-03-05,0.04,1,0
21967259,Luxury Chelsea Condo on the High Line park,160376922,Alesia,Manhattan,Chelsea,40.74918,-74.00369,Entire home/apt,800,1,11,2018-08-22,0.56,1,0
11105968,5*****Prime W/ Private Outdoor 5177,16098958,Jeremy & Laura,Manhattan,West Village,40.73198,-74.00239,Entire home/apt,550,30,0,,,96,352
6937897,Tasteful Duplex in Gramercy Park,36375657,John,Manhattan,Kips Bay,40.73873,-73.98153,Shared room,800,30,1,2015-09-14,0.02,1,0
7823495,Elegant Oasis - Private Roof Terrace,11898556,Ola,Manhattan,Chelsea,40.7414,-73.99815,Entire home/apt,800,30,22,2019-06-08,0.48,1,266
35350827,4BD Newly Renovated Home in NY- TIME SQUARE,16107580,Aden,Manhattan,Hell's Kitchen,40.7616,-73.98935999999999,Entire home/apt,700,4,2,2019-06-22,2.0,1,130
15497229,Bluebird Hell's Kitchen 1-BR + Killer City Views,95459395,Bluebird,Manhattan,Hell's Kitchen,40.76188,-73.99806,Entire home/apt,534,30,0,,,18,365
19322515,20m to Manhattan - 2 Floors + Express Subway,98705818,Mari,Brooklyn,Crown Heights,40.67476,-73.93016,Entire home/apt,550,1,6,2019-05-22,0.25,1,249
27237526,*NO GUEST SERVICE FEE* 1 Bed Studio Suite - Close to UN Headquarters,205031545,Red Awning,Manhattan,Midtown,40.75397,-73.96696999999999,Entire home/apt,699,3,5,2019-04-29,0.48,49,204
33580008,Sonder | Stock Exchange | Calming 3BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.7075,-74.01179,Entire home/apt,505,2,8,2019-06-22,3.58,327,263
36087720,PRIVATE TIMES SQUARE TOWNHOUSE,269235140,Ronnie,Manhattan,Hell's Kitchen,40.76437,-73.99044,Entire home/apt,560,1,0,,,1,32
27237577,*NO GUEST SERVICE FEE* One Bedroom Suite with Free Continental Breakfast Daily,205031545,Red Awning,Manhattan,Midtown,40.75224,-73.96651999999999,Entire home/apt,737,3,1,2019-02-17,0.21,49,200
29565064,#1,217293060,Mohan,Manhattan,Greenwich Village,40.73432,-73.99686,Entire home/apt,600,31,0,,,4,328
16120840,Luxurious studio - West 57th Street Club by Hilton,8572778,Betsy,Manhattan,Midtown,40.76409,-73.9791,Entire home/apt,500,2,4,2018-04-21,0.13,1,91
9776054,Christmas and New Years in NYC,22098830,Alfred,Brooklyn,Bedford-Stuyvesant,40.68581,-73.94689,Entire home/apt,800,3,33,2016-06-12,0.76,1,178
89427,The Brooklyn Waverly,116599,Sahr,Brooklyn,Clinton Hill,40.68613,-73.96536,Entire home/apt,650,5,0,,,3,365
33267342,Spectacular Luxury Park Slope Brownstone,15101609,Rebecca,Brooklyn,Park Slope,40.67591,-73.97689,Entire home/apt,700,3,0,,,1,239
19226980,Brownstone Living,33365473,Paul,Brooklyn,Bedford-Stuyvesant,40.6809,-73.94270999999999,Entire home/apt,650,31,0,,,2,358
11969727,Artistic NEW LOFT 4 br/2 bath in Times Sq,63940105,One,Manhattan,Hell's Kitchen,40.76268,-73.99235,Entire home/apt,800,3,59,2019-06-23,1.51,1,263
30469464,THE RESIDENCES BY HILTON CLUB (Penthouse Suite),227836627,Marilynn,Manhattan,Midtown,40.76287,-73.98073000000001,Private room,699,2,0,,,1,365
11478813,"Lovely 3 Bedroom, 2 Bath Flatiron Area Loft",60409176,C.E.,Manhattan,Flatiron District,40.73994,-73.99005,Entire home/apt,600,5,28,2019-05-26,0.71,1,338
35881797,Luxury Hi-End Brooklyn Brownstone with backyard,269893009,Ek,Brooklyn,Bay Ridge,40.632940000000005,-74.0273,Entire home/apt,595,1,4,2019-07-07,4.0,1,57
13294137,"Quiet, Secure, Clean and very Private Apartment",75030399,Hardy,Bronx,Williamsbridge,40.87938,-73.86349,Entire home/apt,500,2,19,2018-11-05,0.56,1,345
10086029,West Village Duplex with Backyard!,2072706,Umang,Manhattan,West Village,40.73191,-74.00493,Entire home/apt,800,3,0,,,1,0
26093497,Beautiful 5 bedroom+ Oasis in NYC,93752700,Bliss Beata,Brooklyn,Flatbush,40.63573,-73.96433,Entire home/apt,745,4,1,2019-01-02,0.16,1,28
2285355,SUPER BOWL RENTAL NYC LOW PRICE,11674823,Bruce,Manhattan,Upper West Side,40.77859,-73.97964,Entire home/apt,750,1,0,,,1,0
23370484,SHOOTS ONLY -- Large Sunny loft in Williamsburg,11844979,V,Brooklyn,Williamsburg,40.71782,-73.96318000000001,Entire home/apt,1000,1,0,,,4,179
12812577,Superhost-Pristine 4 Bed Legal Townhouse Midtown 1,69852641,Lisa,Manhattan,Hell's Kitchen,40.763000000000005,-73.98642,Entire home/apt,1000,2,23,2019-06-09,0.7,3,240
23771486,STYLISH / HUGE 5 BEDROOM APT ON LOWER EAST SIDE,12089291,Paul,Manhattan,Lower East Side,40.7234,-73.99032,Entire home/apt,600,2,1,2018-05-20,0.07,1,0
20249492,2BR PH Loft and Executive Office Central Manhattan,144310942,Jacqueline,Manhattan,Flatiron District,40.74416,-73.99016999999999,Entire home/apt,600,2,41,2019-06-06,1.93,1,174
25134894,Massive 4 bed 3 bath Loft in SoHo/Little Italy,189961241,Danny,Manhattan,Little Italy,40.71839,-73.99834,Entire home/apt,699,3,37,2019-06-28,2.92,1,170
35128367,Magnificent Fort Greene Home- 3 Floors,11742777,Inbar,Brooklyn,Fort Greene,40.68647,-73.96959,Entire home/apt,550,2,1,2019-06-16,1.0,1,43
34836737,Spacious Harlem Home in Manhattan!,9486614,Roberto,Manhattan,Harlem,40.81157,-73.94654,Entire home/apt,799,3,0,,,1,51
2248580,Luxury 1 Bedroom Condo,11483903,Avril,Manhattan,Greenwich Village,40.73411,-73.99723,Entire home/apt,1000,1,0,,,1,0
29674246,Immaculate and Bright Apartment Downtown,21610233,Britni,Manhattan,Battery Park City,40.71756,-74.01659000000001,Entire home/apt,650,7,0,,,1,12
12404820,Perfect Neighborhood sublet,40015388,Daniel,Brooklyn,Park Slope,40.67086,-73.97847,Private room,935,1,0,,,1,0
12560137,1BR. SugarHill. 15 Min Midtown.,51093380,Joe,Manhattan,Harlem,40.82302,-73.94476999999999,Entire home/apt,500,1,0,,,1,365
14855614,Luxury New York City Westside Suite,92067070,Rhondella,Manhattan,Midtown,40.76419,-73.98053,Entire home/apt,500,1,5,2018-09-26,0.15,1,361
32695489,"New Years Eve, The Manhattan Club (A268)",244746656,William,Manhattan,Midtown,40.76447,-73.9816,Entire home/apt,840,1,0,,,4,4
35900353,Splendid 4Br 2Ba | Steps From Midtown!,268452805,Marsha & Jakob,Manhattan,Kips Bay,40.73985,-73.98074,Entire home/apt,600,3,0,,,1,355
27398782,WeLive Wall Street -- Four Bedroom / Two Bath,159610596,WeWork,Manhattan,Financial District,40.70448,-74.00615,Entire home/apt,525,1,25,2019-07-07,2.53,6,203
15496616,Bluebird Hells Kitchen 1-BR  Apt Near Central Park,95459395,Bluebird,Manhattan,Hell's Kitchen,40.76038,-73.99951,Entire home/apt,534,30,0,,,18,365
999248,TriBeCa 2500 Sq Ft w/ Priv Elevator,273174,Jon,Manhattan,Tribeca,40.71927,-74.00453,Entire home/apt,575,1,447,2019-07-01,5.89,3,207
35155176,2BEDROOM APARTMENT NY CITY,264758587,Vanessa,Brooklyn,Williamsburg,40.71986,-73.95891,Entire home/apt,500,3,3,2019-06-16,2.37,1,353
24535740,TV-PHOTO-FILM-CINEMA-ART GALLERY-MUSIC STUDIO-LOFT,183779546,David & Javier,Brooklyn,Williamsburg,40.71824,-73.95175,Entire home/apt,1000,1,9,2019-04-27,0.66,1,88
2563997,Garden Duplex in Clinton Hill,13067214,Dominick,Brooklyn,Clinton Hill,40.6842,-73.9636,Entire home/apt,595,4,22,2019-01-01,0.39,1,0
9810235,Tribeca Loft,50539403,Yuri,Manhattan,Tribeca,40.71819,-74.00833,Entire home/apt,500,4,0,,,1,0
16870827,Private Lrg bedroom in a convrtable 2 Bed Apt.,79089979,Clell,Brooklyn,Bay Ridge,40.63845,-74.02649,Private room,800,1,43,2019-06-27,1.64,1,55
34981466,Lex Penthouse with Private Roof Top Terrace,263564835,Steffan Per,Manhattan,Midtown,40.74383,-73.98286,Private room,975,30,0,,,1,363
28779428,3Bedroom+1.5bath Loft apartment,211549023,Studioplus,Manhattan,Midtown,40.74823,-73.98697,Entire home/apt,500,2,14,2019-06-17,2.07,13,272
29456271,Sophisticated Artist Loft sale! Reg. $525.,6573459,Shelli,Manhattan,Financial District,40.71086,-74.00721,Entire home/apt,525,2,3,2019-05-24,0.36,1,158
21794873,Exclusive  & Luxurious 4BR/4Bath Townhouse,72205446,Trish,Manhattan,Murray Hill,40.74866,-73.97846,Entire home/apt,1000,3,10,2019-06-03,2.07,1,310
11130697,Luxury New York Apartment,57843472,David,Manhattan,Hell's Kitchen,40.76198,-73.99739,Private room,550,1,0,,,1,0
19943440,Charming 2B/2BR in the heart of the West Village,141335210,Eric,Manhattan,West Village,40.73447,-74.00265999999999,Entire home/apt,599,1,0,,,1,0
6969473,SOHO GEM 2750 SQ FT,30247261,Nima,Manhattan,Little Italy,40.72039,-73.99683,Entire home/apt,999,7,1,2015-12-27,0.02,1,0
18094212,Beautiful 3000-Square-Ft Brownstone in Cobble Hill,121274,Joanna,Brooklyn,Cobble Hill,40.68673,-73.99653,Entire home/apt,700,4,4,2019-01-23,0.21,1,15
2425871,Newly Built Full Bedroom In TriBeCa,12399023,Ankush,Manhattan,Tribeca,40.7159,-74.00834,Private room,500,1,0,,,1,0
15928889,Cozy private room in a new building in Bushwick,103273584,Kevin,Brooklyn,Bushwick,40.69283,-73.92702,Private room,900,15,3,2018-09-26,0.09,1,83
32137481,Greenwich Village Luxury Loft,10476957,Gina & Alex,Manhattan,Greenwich Village,40.7312,-74.00025,Entire home/apt,1000,2,8,2019-05-12,1.59,1,273
15218066,1Bdrm Deluxe WYNDHAM MIDTOWN 45*Great Location NYC,96098402,Wynpoints,Manhattan,Midtown,40.75388,-73.97308000000001,Private room,799,3,2,2016-11-05,0.06,12,365
26665387,3 Level Loft♦♦♦Private Terrace W/views ♦♦♦Flatiron,158687034,Eric,Manhattan,Midtown,40.74493,-73.9824,Entire home/apt,500,5,39,2019-06-30,3.24,1,114
20305160,Beach House Retreat. 15 minutes from Manhattan.,1715301,Mark,Staten Island,Fort Wadsworth,40.59546,-74.06092,Entire home/apt,800,7,0,,,3,365
25340516,Garden Duplex close to Central Park,136454672,Fabiana,Manhattan,Upper East Side,40.76516,-73.96562,Entire home/apt,1000,3,10,2019-06-08,0.79,1,84
2856770,Family Friendly 3 bedroom 2 bath w. Washer/Dryer,14565422,Janelle,Manhattan,East Harlem,40.78587,-73.94764,Entire home/apt,650,2,67,2019-06-23,1.76,2,283
16251345,Sunny Cobble Hill 2 BR+ Cozy & Ecletic Brownstone,1468716,Peggy,Brooklyn,Cobble Hill,40.68631,-73.99624,Entire home/apt,700,4,3,2019-04-17,0.24,1,89
34543610,"Designer luxurious 3Bed/2Bath Apt w/Gym, Doorman",232596712,Jessica,Manhattan,Upper West Side,40.77667,-73.97945,Entire home/apt,580,30,0,,,6,337
34305085,Splendid LOFT 6BED/3BATH - steps to Central PARK,258249038,Joseph Luis,Manhattan,Upper West Side,40.79641,-73.96253,Entire home/apt,589,5,4,2019-06-26,4.0,1,109
10123090,Midtown Manhattan steps from 5thAve,51948055,Yvonne,Manhattan,Midtown,40.76372,-73.97691999999999,Entire home/apt,500,29,5,2016-09-26,0.13,1,88
21254718,Bright Comfy Apartment Steps to Columbia & Barnard,56197328,Paul,Manhattan,Morningside Heights,40.80647,-73.96576,Entire home/apt,573,3,1,2018-10-18,0.11,2,0
36303421,3 Bedroom Apartment in Upper West Side Manhattan,217362657,Josua,Manhattan,Upper West Side,40.79469,-73.96687,Entire home/apt,520,30,0,,,1,310
19717109,Great 2BD in TriBeCa,8586684,Julian,Manhattan,SoHo,40.72569,-74.00849000000001,Entire home/apt,700,2,1,2017-07-08,0.04,1,0
18271282,Gimme Shelter,126311719,Kricket,Manhattan,SoHo,40.7239,-73.99678,Entire home/apt,850,30,7,2018-12-01,0.26,1,365
22830508,Williamsburg Garden Oasis,168159627,Holly,Brooklyn,Williamsburg,40.72017,-73.95976999999999,Entire home/apt,600,2,26,2019-05-09,1.59,1,253
2220959,XTRA LARGE 1 Bedroom Gramercy Apt,11330638,Lindsay,Manhattan,Kips Bay,40.73879,-73.98226,Entire home/apt,749,1,0,,,1,0
34757500,UN Artists Full Floor Loft - 3 Bedroom/2 Bath,101109383,Will AND Kelly,Manhattan,Midtown,40.75487,-73.96898,Entire home/apt,500,3,1,2019-06-08,1.0,1,257
34127215,Beautiful Williamsburg Townhouse 4 bed / 2.5 bath,257685807,Alejandra,Brooklyn,Williamsburg,40.70927,-73.96149,Entire home/apt,650,2,0,,,1,157
30815183,Location Location Location !!,230516915,C,Manhattan,Upper East Side,40.78013,-73.96030999999999,Entire home/apt,590,14,0,,,1,358
19880329,Charming Townhouse duplex in Chelsea,6861839,Eli,Manhattan,Chelsea,40.74637,-74.00263000000001,Entire home/apt,500,3,1,2017-12-29,0.05,1,0
12398308,Huge family friendly loft in Soho,14136274,Stacey,Manhattan,SoHo,40.7244,-74.00681,Entire home/apt,500,2,0,,,1,0
2158171,Luxury NYC Studio for Super Bowl 48,11012889,Judy,Manhattan,Financial District,40.70451,-74.00671,Entire home/apt,575,1,0,,,1,0
2037951,Modern West Village Apartment,4191006,Nick,Manhattan,West Village,40.73858,-74.00875,Private room,500,365,0,,,1,0
35023464,4 Bedrooms 4 Baths at Midtown East Manhattan,146005201,Aaron Paul,Manhattan,Midtown,40.75821,-73.96313,Entire home/apt,650,30,0,,,1,310
27237631,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite with Queen Bed & Free Wifi,205031545,Red Awning,Manhattan,Midtown,40.75238,-73.96653,Entire home/apt,737,3,2,2019-05-23,0.71,49,224
16487823,2 Double Bed Hotel Style WYNDHAM MIDTOWN 45 *NYC*,69545883,Chayla,Manhattan,Midtown,40.75327,-73.97175,Private room,599,3,2,2017-05-27,0.07,12,365
32327326,Tabor Room at Incentra Village Hotel,241889662,Incentra,Manhattan,West Village,40.73697,-74.00343000000001,Private room,999,1,2,2019-05-26,0.59,5,334
10246479,The St. Johns: A 5-Bedroom Townhouse Near the Park,22693737,Estee,Brooklyn,Crown Heights,40.67146,-73.94377,Entire home/apt,500,30,96,2019-06-23,2.38,1,339
35576863,JAVITS Beautiful Stay for your NYC Vacation *****,83819376,Ryan & Mary,Manhattan,Hell's Kitchen,40.75438,-73.99378,Entire home/apt,843,1,4,2019-07-04,4.0,1,358
8029217,MASSIVE UNION SQ LOFT - Labor Day,36640518,Michelle,Manhattan,Chelsea,40.737,-73.99576,Entire home/apt,500,1,0,,,1,0
30885549,Room with Balcony in trendy Williamsburg,47739675,David,Brooklyn,Williamsburg,40.71792,-73.95312,Private room,500,28,1,2018-12-31,0.16,1,89
32168942,Luxury Modern Artist Chelsea Apartment,116089235,Noemi,Manhattan,Chelsea,40.75117,-73.99735,Entire home/apt,500,3,1,2019-05-23,0.63,1,77
1864757,3+ Bedroom Steps to Park Avenue,194918,David,Manhattan,Upper East Side,40.77585,-73.95566,Entire home/apt,600,3,46,2019-05-27,0.67,1,210
7838393,Stunning 2bed/2bath W'burg luxury apt w/ VIEWS!,3147660,Georgia,Brooklyn,Williamsburg,40.70985,-73.96923000000001,Entire home/apt,500,2,39,2019-05-30,0.84,1,330
23765937,Huge Williamsburg Loft w/ kids friendly amenities.,176051903,Emerson,Brooklyn,Williamsburg,40.71832,-73.96354000000001,Entire home/apt,550,5,3,2019-07-05,0.28,1,38
1016352,Midtown West Modern & Sunny-near Central Park,5593208,Tj,Manhattan,Hell's Kitchen,40.76777,-73.98931999999999,Entire home/apt,550,1,0,,,1,365
11033590,West Village 2 Bed & Private Roof,16141222,Somar,Manhattan,West Village,40.7341,-74.00434,Entire home/apt,814,3,31,2019-04-11,0.78,1,353
21933725,Manhattan Club! New Years Eve!,158445076,Jonathan,Manhattan,Midtown,40.76432,-73.98075,Entire home/apt,650,3,0,,,1,0
21488093,Rod,128142697,Rod,Manhattan,Upper East Side,40.76719,-73.96973,Entire home/apt,750,4,0,,,2,0
5478741,"Garden, Walk to Empire State, B'way, Subway 2 Blks",28411613,Marea,Manhattan,Midtown,40.74447,-73.98362,Entire home/apt,524,3,57,2019-06-09,1.14,1,115
15234201,#BBS 2-BR Apartment Near Times Square *Specials*,95459395,Bluebird,Manhattan,Midtown,40.76487,-73.98238,Entire home/apt,748,30,0,,,18,364
2253397,For Super Bowl- cool 1BDRM on UES!,11508018,Gretchen,Manhattan,Upper East Side,40.7829,-73.94721,Entire home/apt,500,3,0,,,1,0
36145134,"HUGE Tribeca/SOHO Loft - 2,200 Square Feet!!",271863165,Johanna,Manhattan,Tribeca,40.71888,-74.00431,Private room,500,5,0,,,1,252
36199090,ROMANTIC SUNSET YACHT CRUISE & FIREWORKS,23732730,Buddy,Bronx,City Island,40.84295,-73.78433000000001,Entire home/apt,600,1,0,,,4,44
22790196,Stunning view in TriBeCa luxury 2 bedrooms,19981762,Chrystele,Manhattan,Battery Park City,40.7152,-74.01368000000001,Entire home/apt,980,3,0,,,1,0
32284628,Modern Ground FL Event Space on Infamous 5th Ave,11520555,Mike,Manhattan,East Harlem,40.80129,-73.94466,Entire home/apt,612,1,15,2019-06-24,3.52,1,91
13787558,"Dramatic Duplex, Hosted, Huge>Slp.14, Subway 50 Yd",80968378,Itzchack,Brooklyn,Carroll Gardens,40.6788,-73.99559,Entire home/apt,525,4,5,2017-05-30,0.14,1,327
36146672,Veneta New York suite,266037277,Gianluigi,Manhattan,Hell's Kitchen,40.76687,-73.98644,Private room,561,1,0,,,1,364
5476046,Large Duplex Near Subway! 5bdrm/2ba,10297692,Dee,Brooklyn,Crown Heights,40.67615,-73.92945,Entire home/apt,500,1,68,2019-04-27,1.41,2,313
35379061,"3 Bed/2Bath - Fresh and clean,central Manhattan",266291058,Raul,Manhattan,Kips Bay,40.74344,-73.97821,Entire home/apt,500,2,0,,,1,264
23041312,Sky Boasts Exquisite Studio,40811074,Dening,Manhattan,Hell's Kitchen,40.76208,-73.99932,Entire home/apt,525,3,0,,,1,0
34975056,Beautiful Renovated Modern Townhouse,263506027,Marco,Manhattan,Midtown,40.74399,-73.98398,Entire home/apt,850,1,0,,,1,0
16087249,1 Bdrm Deluxe located in Wyndham Midtown 45 Resort,69545883,Chayla,Manhattan,Midtown,40.75356,-73.97155,Private room,799,3,1,2016-12-06,0.03,12,365
35833041,Luxury 5 Bedroom | 3 Bathroom South Street Seaport,268445572,Gabrielle And Steven,Manhattan,Financial District,40.70662,-74.00258000000001,Entire home/apt,750,3,0,,,1,352
11890279,"Beautiful Flatiron 3 Bedroom, 2 Bath Loft",63407204,C,Manhattan,Flatiron District,40.73987,-73.98982,Entire home/apt,650,5,42,2019-05-24,1.07,1,335
29052179,Entire suite with breathtaking views of NYC,145981682,Simi,Manhattan,Theater District,40.75866,-73.98535,Entire home/apt,850,1,24,2019-06-19,3.51,3,269
18175061,New Years EVE in NY! Magnificent Private Penthouse,125320407,Sata,Queens,Briarwood,40.70678,-73.80613000000001,Entire home/apt,1000,2,5,2018-10-07,0.27,5,365
34446327,2 BR/2.5 BTH W/ 12 FT. CEILINGS NEAR CENTRAL PARK!,140823633,Clement,Manhattan,Midtown,40.76208,-73.97171999999999,Entire home/apt,750,2,4,2019-07-03,2.22,1,263
35413988,MidCentury Triplex near Times Square/Hells Kitchen,265439369,Yess,Manhattan,Hell's Kitchen,40.7592,-73.98894,Entire home/apt,650,3,3,2019-06-26,3.0,1,232
32400749,Gorgeous 7BR/3.5BA Bohemian Flat - PRIME LOCATION,25318403,Bethany,Brooklyn,Williamsburg,40.71244,-73.9581,Entire home/apt,750,3,0,,,3,7
34543513,"Spectacular Duplex 4Bdr 3Bath Lincoln C 2,000 Sqft",232596712,Jessica,Manhattan,Upper West Side,40.77808,-73.9806,Entire home/apt,950,30,0,,,6,339
24135740,"4 Bed, 2 Bath Apt in East Village-Garden Duplex",177353847,East Village,Manhattan,East Village,40.72468,-73.98996,Entire home/apt,650,4,11,2019-07-07,0.75,4,164
15141661,New Development Prime Soho 2 Bedroom Apartment,30283594,Kara,Manhattan,SoHo,40.7249,-74.00105,Entire home/apt,643,30,0,,,121,249
31001555,5th Ave Luxury St. Regis NYC King Room Manhattan,26556695,Alyssa,Manhattan,Midtown,40.7608,-73.97391,Entire home/apt,820,1,1,2019-06-24,1.0,6,365
7254986,Country House in the City,3695529,Jenni,Brooklyn,Carroll Gardens,40.68358,-73.99474000000001,Entire home/apt,600,5,12,2019-05-16,0.25,2,174
34996955,Large 3Bed/2Bath: Elevator + Wash/Dryer!,263635162,Justin,Manhattan,Lower East Side,40.71736,-73.9827,Entire home/apt,600,4,3,2019-06-03,2.25,1,315
15497673,Bluebird Hell's Kitchen Deluxe 2BR+ Zero Edge Pool,95459395,Bluebird,Manhattan,Hell's Kitchen,40.7619,-73.99896,Entire home/apt,748,30,0,,,18,365
15881766,Cosy Holidays in NYC,42271764,Elena,Brooklyn,Crown Heights,40.67432,-73.95329,Private room,700,30,1,2017-01-02,0.03,1,87
9809784,Lux Interior Designer Brookyln Flat,3976298,Sidra,Brooklyn,Prospect Heights,40.67815,-73.96823,Entire home/apt,995,5,1,2016-01-02,0.02,1,89
25798461,Large 2 bedroom downtown Loft Apartment,195803,Zinnia,Manhattan,NoHo,40.72555,-73.99283,Entire home/apt,649,1,5,2018-11-03,0.4,1,75
33519952,"Class, Comfort, Convenience In The Heart of NYC",229489983,Devin,Manhattan,Hell's Kitchen,40.76485,-73.99229,Entire home/apt,799,2,5,2019-06-02,2.38,1,247
34119451,Amazing 3BR private triplex in historic townhouse!,5173736,Yuliya,Manhattan,Gramercy,40.73499,-73.98875,Entire home/apt,1000,3,7,2019-06-10,3.09,1,286
26188604,Exclusive & Bright Private 3-Floor Townhome,385367,Tom,Brooklyn,Williamsburg,40.71758,-73.95153,Entire home/apt,595,3,5,2019-01-01,0.43,1,13
8498323,Great UES location for Pope visit,44751629,Jeffrey,Manhattan,Upper East Side,40.77532,-73.95132,Entire home/apt,650,2,0,,,1,0
11459958,Amazing spacious Loft in Williamsbu,60266817,Alberto,Brooklyn,Williamsburg,40.71213,-73.95654,Entire home/apt,690,1,91,2019-06-23,2.28,1,169
27521147,Empire State views LUXURY 3BR/2BA w terrace+Gym,131493626,Maya,Manhattan,Murray Hill,40.74828,-73.97917,Entire home/apt,799,5,5,2019-06-19,0.55,1,340
9773158,"The Spring St Residence,SoHo -Perfect For Families",31758028,Danai,Manhattan,SoHo,40.72496,-74.00928,Entire home/apt,699,7,0,,,1,37
33641209,Glamorous 3 Bedroom/3 Bath Brownstone,253528452,Fab,Manhattan,Murray Hill,40.74779,-73.98100000000001,Entire home/apt,800,3,9,2019-06-22,3.46,1,276
16855679,Modern 1 Bedroom Condo at Midtown 45,24126726,Nadine,Manhattan,Midtown,40.75305,-73.97358,Private room,640,2,0,,,3,0
30744215,NYC Marathon 2019 - Near Carnegie Hall - 2 nights,51151126,Anne,Manhattan,Midtown,40.7654,-73.98201999999999,Private room,600,2,0,,,2,2
1171581,Spacious 2 bedroom near Times Sq,6414296,Noelle,Manhattan,Hell's Kitchen,40.7593,-73.99143000000001,Entire home/apt,1000,1,0,,,1,365
3946288,"A Safe & Pleasant Time in NYC, 3",20438402,Geoff & Aurelia,Manhattan,East Harlem,40.79365,-73.9349,Entire home/apt,540,3,20,2018-12-05,0.38,3,350
15068067,Historic Serene Chelsea Brownstone 2.5 Bed,9035097,Alex,Manhattan,Chelsea,40.74787,-74.00088000000001,Entire home/apt,750,30,42,2019-01-04,1.24,1,281
36413632,Spacious 2BR in Beautiful Brooklyn Heights,6608220,Matt,Brooklyn,Brooklyn Heights,40.69827,-73.99649000000001,Entire home/apt,550,3,1,2019-07-07,1.0,1,230
30193325,*NO GUEST SERVICE FEE* Beekman Tower Two Bedroom  #2,205031545,Red Awning,Manhattan,Midtown,40.75439,-73.96648,Entire home/apt,956,4,0,,,49,121
30193397,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #3,205031545,Red Awning,Manhattan,Midtown,40.75428,-73.96566,Entire home/apt,675,28,1,2018-12-29,0.16,49,225
35000157,Luxury 3 Bed in The Big Apple,263684024,Walid,Manhattan,Murray Hill,40.74459,-73.97436,Entire home/apt,600,4,5,2019-07-01,4.69,1,167
27992581,New Large Luxury Residence in Manhattan,16223929,Justin,Manhattan,Hell's Kitchen,40.75525,-73.99597,Entire home/apt,639,3,4,2019-03-26,0.38,1,108
14221607,Beautiful Three Bedroom,52999390,Avery,Brooklyn,East Flatbush,40.66525,-73.92554,Entire home/apt,650,1,3,2016-09-30,0.08,1,0
15233592,Bluebird Deluxe 2-BR Apartment Near Central Park!,95459395,Bluebird,Manhattan,Hell's Kitchen,40.767140000000005,-73.9834,Entire home/apt,748,30,0,,,18,333
34999415,DUPLUXURY Apartment 5 Star Duplex,67249971,Sayonara,Manhattan,Chelsea,40.75064,-73.99566,Entire home/apt,900,1,0,,,1,355
35495582,★ AMAZING★  TIME SQUARE/ 2 Bedroom 3 Bed Apartment,266992480,Sam,Manhattan,Hell's Kitchen,40.76573,-73.98897,Entire home/apt,500,3,14,2019-07-07,14.0,2,45
36452721,Massage Spa. Stay overnight. Authors Artist dream.,274079964,Richard,Brooklyn,Sheepshead Bay,40.59866,-73.95661,Private room,800,1,0,,,1,23
29181281,A Suite with breathtaking views of NYC !,145981682,Simi,Manhattan,Theater District,40.75982,-73.98418000000001,Private room,999,1,12,2019-02-11,1.4,3,213
